x,y,dz
4573000,5306100,0.61200
4573000,5306100,0.45900
4573000,5306000,0.17200
4573000,5306100,0.26400
4573000,5306000,-0.29400
4573000,5306000,-0.78100
4573000,5305900,-0.58300
4573000,5306200,0.64100
4573000,5306100,0.36500
4573000,5306100,0.25500
4573000,5306000,-0.13200
4573000,5306100,0.04200
4573000,5306000,-0.76800
4573000,5305900,-0.37700
4572900,5306200,0.25700
4572900,5306200,0.46600
4572900,5306100,0.28300
4572900,5306100,0.12900
4572900,5306000,-0.76400
4572900,5306000,-0.77600
4572900,5306000,-0.29200
4572900,5306200,0.28400
4572900,5306200,0.14700
4572900,5306200,-0.21300
4572900,5306100,0.19400
4572900,5306100,-0.55200
4572900,5306000,-0.20900
4572900,5306000,-0.59900
4572900,5306100,0.26700
4572900,5306200,0.20700
4572900,5306200,0.13400
4572900,5306300,-0.51300
4572900,5306100,-0.34900
4572900,5306100,-0.57200
4572900,5306100,-0.15300
4572900,5306200,0.26700
4572900,5306200,0.11900
4572900,5306300,0.09300
4572900,5306300,0.18700
4572900,5306300,0.03800
4572900,5306100,-0.52200
4572900,5306100,-0.31100
4572900,5306200,-0.05900
4572900,5306200,0.28700
4572900,5306200,0.07500
4572900,5306300,0.10200
4572900,5306400,0.21600
4572900,5306300,0.14400
4572900,5306400,0.43400
4572900,5306200,-0.05900
4572900,5306200,-0.24300
4572900,5306200,0.27200
4572900,5306300,0.09400
4572900,5306400,0.19200
4572900,5306300,0.17000
4572800,5306400,0.49000
4572800,5306400,0.33500
4572900,5306200,0.08700
4572900,5306200,-0.09000
4572900,5306300,0.08800
4572800,5306400,0.23000
4572800,5306300,-0.13000
4572800,5306500,0.46700
4572800,5306400,0.44500
4572800,5306400,0.22800
4572900,5306200,0.08600
4572900,5306300,-0.21300
4572800,5306300,-0.06800
4572800,5306300,-0.11400
4572800,5306500,0.40200
4572800,5306500,0.40700
4572800,5306500,0.30100
4572800,5306600,0.11600
4572800,5306400,0.13700
4572800,5306400,0.00200
4572800,5306300,0.18500
4572800,5306300,-0.09600
4572800,5306300,0.11000
4572800,5306500,0.33700
4572800,5306500,0.10400
4572800,5306500,0.26200
4572800,5306600,0.01600
4572800,5306600,0.15900
4572800,5306400,-0.05300
4572800,5306400,-0.18400
4572800,5306300,0.03300
4572800,5306500,0.07700
4572800,5306500,-0.13700
4572800,5306500,-0.00600
4572800,5306600,-0.08900
4572800,5306600,0.03500
4572800,5306500,-0.12700
4572800,5306400,-0.24600
4572800,5306400,-0.27500
4572800,5306500,-0.20800
4572800,5306400,-0.26000
4572800,5306500,-0.25300
4572700,5306700,0.03400
4572700,5306600,-0.13500
4572700,5306600,-0.01500
4572700,5306500,-0.24600
4572800,5306400,-0.45400
4572800,5306500,-0.28500
4572700,5306400,-0.11700
4572700,5306500,-0.30700
4572700,5306700,0.16900
4572700,5306700,0.17100
4572700,5306600,0.12200
4572700,5306600,-0.19400
4572700,5306500,-0.28400
4572700,5306500,0.39700
4572700,5306500,0.87800
4572700,5306700,0.32700
4572700,5306700,0.20900
4572700,5306600,0.08100
4572700,5306600,-0.13000
4572700,5306600,-0.32200
4572700,5306500,0.82200
4572700,5306800,0.26700
4572700,5306700,0.25300
4572700,5306700,0.16800
4572700,5306600,-0.28800
4572700,5306600,-0.31300
4572700,5306600,0.55100
4572700,5306800,0.27500
4572700,5306800,0.17400
4572700,5306700,0.37000
4572700,5306700,-0.41200
4572700,5306600,-0.63900
4572700,5306600,1.06100
4572700,5306800,0.53500
4572700,5306800,0.33100
4572700,5306800,0.01600
4572700,5306900,-0.14300
4572700,5306700,-0.48800
4572700,5306700,-0.96500
4572700,5306600,1.43700
4572600,5306900,-0.30500
4572600,5306800,-0.54900
4572700,5306800,0.76600
4572700,5306800,0.23300
4572600,5306900,0.11200
4572600,5306700,-1.29500
4572600,5306700,1.70000
4572600,5306900,-0.41000
4572600,5306900,0.03300
4572600,5307000,-0.39100
4572600,5307000,-0.24800
4572600,5307000,-0.06800
4572600,5306700,-1.56300
4572600,5306800,-0.47200
4572600,5306800,0.37600
4572600,5306900,-0.01000
4572600,5306700,1.90400
4572600,5306900,-0.02300
4572600,5306900,-0.38900
4572600,5307000,-0.08300
4572600,5307000,-0.17300
4572600,5307100,-0.09900
4572600,5307000,-0.07100
4572600,5306700,1.06200
4572600,5306800,-1.75100
4572600,5306800,-0.45300
4572600,5306900,-0.43600
4572600,5306900,-0.75600
4572600,5306900,-0.41800
4572600,5306900,-1.09600
4572600,5307000,-1.36000
4572600,5307100,-0.12800
4572600,5307000,0.00700
4572600,5307000,-1.07500
4572600,5306800,0.77900
4572600,5306800,-1.51700
4572600,5306800,-1.26700
4572600,5306900,-0.38000
4572600,5306900,-0.98000
4572600,5306900,-0.33100
4572600,5307000,-0.29100
4572600,5307100,-0.12400
4572500,5307100,0.08600
4572500,5307000,-0.79500
4572500,5307000,-0.20200
4572600,5306800,0.79100
4572600,5306800,0.73900
4572600,5306900,-0.69500
4572600,5306900,0.69000
4572600,5306900,-0.43200
4572500,5307000,-0.11000
4572500,5307100,-0.51500
4572500,5307100,-0.27400
4572500,5307100,0.16300
4572500,5307000,-0.11700
4572500,5307000,-0.00600
4572500,5306900,0.63800
4572500,5306900,0.50800
4572500,5307000,0.67400
4572500,5307200,-0.32400
4572500,5307100,-0.03500
4572500,5307100,-0.23600
4572500,5307100,0.24200
4572500,5307000,0.06900
4572500,5307000,0.83500
4572500,5307200,0.62400
4572500,5307200,0.32000
4572500,5307100,0.11100
4572500,5307100,0.03900
4572500,5307100,0.03800
4572500,5307000,0.99200
4572500,5307200,0.31000
4572500,5307300,0.52400
4572500,5307200,0.28900
4572500,5307100,1.12600
4572500,5307100,0.15200
4572500,5307100,0.10400
4572500,5307300,0.41300
4572500,5307200,0.16700
4572500,5307200,0.27400
4572500,5307200,0.26600
4572500,5307100,1.29000
4572500,5307100,0.19300
4572500,5307300,0.22100
4572500,5307300,0.18500
4572500,5307100,0.24000
4572500,5307200,0.15300
4572500,5307200,0.26900
4572500,5307100,0.63200
4572400,5307300,0.25800
4572400,5307300,0.16300
4572400,5307400,0.05900
4572400,5307100,-0.01300
4572400,5307200,0.26000
4572400,5307200,0.18900
4572400,5307400,0.96300
4572400,5307300,0.23800
4572400,5307300,0.23300
4572400,5307400,0.11300
4572400,5307200,0.82200
4572400,5307200,0.31900
4571900,5308200,0.16600
4571900,5308200,0.21900
4572400,5307400,0.95500
4572400,5307400,0.15600
4572400,5307300,0.38600
4572400,5307300,0.28300
4572400,5307300,0.22800
4572400,5307200,0.96800
4571900,5308200,0.11200
4571900,5308200,0.13700
4572000,5308200,0.52500
4572000,5308200,0.59300
4572400,5307400,0.18900
4572400,5307500,0.80600
4572400,5307400,0.24700
4572400,5307200,1.22600
4572400,5307300,0.44700
4572400,5307300,0.34200
4572400,5307500,0.55800
4572400,5307500,0.72300
4571900,5308200,0.29300
4571900,5308200,0.27000
4571900,5308200,0.13900
4572000,5308100,0.15300
4572000,5308100,0.47300
4572000,5308100,0.64700
4572100,5308000,1.51600
4572400,5307400,0.22400
4572400,5307500,0.22400
4572400,5307400,0.27200
4572400,5307300,0.80000
4572400,5307300,0.45400
4572400,5307500,0.26400
4572300,5307600,1.22100
4572300,5307500,0.30000
4571900,5308200,0.29800
4572000,5308100,0.50300
4571900,5308200,0.30600
4571900,5308200,0.24000
4572000,5308100,0.21000
4572000,5308100,0.16600
4572000,5308100,0.18400
4572000,5308000,0.14400
4572100,5308000,1.60000
4572100,5308000,1.67700
4572100,5308000,1.15800
4572100,5307900,0.80700
4572200,5307900,-0.23600
4572300,5307600,1.23100
4572300,5307700,0.75300
4572400,5307400,0.20900
4572400,5307500,0.17300
4572400,5307400,0.37500
4572400,5307300,0.33700
4572300,5307500,0.12900
4572300,5307600,0.23200
4572300,5307500,0.09500
