x,y,dz
4573800,5304180,-0.764514
4573760,5304400,0.075226
4573760,5304360,-0.067784
4573770,5304320,0.244097
4573770,5304290,-0.184559
4573770,5304250,-0.633850
4573780,5304220,-0.450783
4573740,5304430,0.319815
4573750,5304390,-0.069687
4573750,5304350,0.100128
4573750,5304320,-0.123103
4573760,5304280,-0.529458
4573760,5304250,-0.128976
4573730,5304460,0.504573
4573730,5304420,-0.052038
4573730,5304380,-0.016245
4573740,5304350,-0.075218
4573740,5304310,-0.377787
4573740,5304280,0.129716
4573710,5304490,0.497295
4573710,5304450,0.059686
4573710,5304410,-0.173249
4573720,5304380,-0.031502
4573720,5304340,-0.172690
4573730,5304300,0.101037
4573700,5304520,0.393841
4573700,5304480,0.212410
4573700,5304440,-0.251604
4573700,5304400,0.042604
4573700,5304370,-0.033998
4573710,5304330,0.034073
4573680,5304470,-0.193124
4573680,5304550,0.217526
4573680,5304510,0.337305
4573690,5304430,0.032361
4573690,5304400,0.027020
4573690,5304360,-0.212502
4573670,5304460,0.062733
4573670,5304500,-0.054534
4573670,5304540,0.392272
4573670,5304430,0.035263
4573670,5304390,-0.403380
4573660,5304460,0.023898
4573660,5304490,0.087043
4573650,5304530,0.122337
4573650,5304610,-0.176166
4573650,5304570,0.358171
4573630,5304640,-0.380947
4573660,5304420,-0.347510
4573640,5304450,-0.450419
4573640,5304490,-0.083638
4573640,5304530,0.078316
4573640,5304560,0.240848
4573640,5304600,0.241145
4573610,5304680,-0.492518
4573620,5304630,-0.001776
4573630,5304480,-0.494228
4573630,5304520,-0.178102
4573630,5304560,0.031772
4573620,5304590,0.274201
4573610,5304630,0.195215
4573600,5304710,-0.502543
4573600,5304670,-0.270574
4573620,5304510,-0.459947
4573610,5304550,-0.222426
4573610,5304590,-0.037109
4573590,5304620,-0.085392
4573590,5304660,0.048077
4573580,5304750,-0.418426
4573580,5304700,-0.451643
4573560,5304780,-0.280117
4573600,5304540,-0.300427
4573600,5304580,-0.187352
4573580,5304610,-0.018680
4573570,5304660,-0.036768
4573570,5304700,-0.083474
4573560,5304740,-0.489711
4573540,5304820,-0.062621
4573550,5304780,-0.424920
4573590,5304570,0.017866
4573570,5304610,0.419901
4573560,5304650,0.229950
4573560,5304690,0.048520
4573550,5304730,-0.166634
4573520,5304850,0.142133
4573530,5304770,-0.186230
4573530,5304810,-0.305055
4573510,5304890,0.290112
4573550,5304640,0.633031
4573540,5304680,0.427558
4573540,5304730,0.130801
4573510,5304850,-0.107502
4573520,5304760,0.221433
4573510,5304800,-0.188982
4573490,5304920,0.382953
4573490,5304880,0.113651
4573530,5304680,0.630373
4573520,5304720,0.532276
4573500,5304840,-0.132886
4573500,5304760,0.518615
4573500,5304800,0.283732
4573470,5304960,0.433269
4573470,5304920,0.317388
4573480,5304880,-0.023917
4573510,5304710,0.457529
4573480,5304830,0.290659
4573490,5304750,0.118406
4573490,5304790,0.448184
4573460,5304990,0.423981
4573460,5304950,0.477211
4573460,5304910,0.133406
4573460,5304870,0.303554
4573470,5304830,0.250582
4573470,5304780,-0.137278
4573440,5305020,0.416270
4573440,5304980,0.543801
4573440,5304950,0.250586
4573450,5304910,0.218529
4573450,5304860,0.043279
4573450,5304820,-0.487267
4573430,5305050,0.442329
4573430,5305010,0.556432
4573410,5305080,0.439931
4573430,5304980,0.318279
4573430,5304940,0.103239
4573430,5304900,-0.240787
4573440,5304860,-0.839632
4573400,5305110,0.437260
4573410,5305040,0.567874
4573410,5305010,0.365110
4573400,5305070,0.500316
4573410,5304970,0.000575
4573410,5304940,-0.446639
4573420,5304890,-1.066540
4573380,5305140,0.490424
4573380,5305100,0.409757
4573400,5305040,0.365057
4573400,5305000,-0.112311
4573390,5305070,0.289306
4573400,5304970,-0.600400
4573400,5304930,-1.104160
4573370,5305170,0.507929
4573370,5305140,0.324224
4573370,5305100,0.195941
4573390,5305030,-0.228110
4573390,5305000,-0.662381
4573370,5305060,-0.301492
4573390,5304960,-1.013240
4573360,5305200,0.497308
4573360,5305170,0.256542
4573360,5305130,0.058860
4573360,5305090,-0.354071
4573370,5305030,-0.708884
4573370,5304990,-0.888021
4573360,5305060,-0.681382
4573350,5305230,0.447314
4573340,5305200,0.228182
4573340,5305160,-0.004329
4573340,5305120,-0.376418
4573350,5305090,-0.668331
4573360,5305020,-0.767960
4573350,5305050,-0.656150
4573330,5305270,0.307612
4573330,5305230,0.187456
4573330,5305190,-0.053388
4573330,5305160,-0.386064
4573330,5305120,-0.608770
4573330,5305080,-0.557176
4573320,5305300,0.126264
4573320,5305260,0.155598
4573310,5305330,-0.144580
4573320,5305220,-0.094638
4573320,5305190,-0.350578
4573320,5305150,-0.556977
4573320,5305110,-0.420625
4573300,5305360,-0.315767
4573310,5305290,0.112258
4573310,5305250,-0.088274
4573290,5305320,0.045607
4573310,5305220,-0.335029
4573310,5305180,-0.480761
4573310,5305140,-0.328663
4573280,5305390,-0.480980
4573280,5305350,-0.016988
4573290,5305280,-0.079650
4573290,5305250,-0.289108
4573280,5305320,-0.032159
4573290,5305210,-0.398752
4573290,5305170,-0.257088
4573270,5305420,-0.560120
4573270,5305380,-0.110659
4573270,5305350,-0.013041
