x,y,dz
4572080,5307970,2.10000
4572100,5307940,1.96000
4572170,5307860,1.11000
4572120,5307910,1.80000
4572130,5307880,1.46000
4572190,5307820,0.73300
4572210,5307790,0.24100
4572230,5307750,-0.13900
4572250,5307720,-0.49500
4572270,5307680,-0.72600
4572290,5307600,-1.06000
4572270,5307640,-1.16000
4572330,5307400,-1.27000
4572330,5307440,0.07900
4572330,5307350,-1.24000
4572310,5307480,0.10000
4572290,5307560,-0.10700
4572290,5307510,0.20600
4571840,5308170,0.00000
4571980,5308070,0.78900
4571860,5308140,0.94300
4571890,5308130,0.83400
4571910,5308100,0.78600
4571950,5308090,-0.51700
4571990,5308030,-0.69200
4572010,5308000,-0.72700
4572040,5307980,1.30000
4572060,5307960,1.22000
4572080,5307930,1.02000
4572150,5307850,0.95900
4572100,5307900,0.71500
4572120,5307870,0.45500
4572170,5307810,0.39200
4572200,5307780,-0.13300
4572220,5307740,-0.57200
4572240,5307710,-0.93300
4572250,5307670,-1.11000
4572270,5307590,-0.35200
4572260,5307630,-0.48200
4572320,5307390,-0.51400
4572310,5307430,-1.02000
4572300,5307470,-0.57500
4572280,5307550,0.37700
4572280,5307500,-0.01800
4571970,5308060,-0.59600
4571880,5308120,0.76200
4571900,5308090,0.72300
4571930,5308070,0.41300
4571970,5308020,-0.80200
4571990,5307990,-1.24000
4572030,5307970,-0.75000
4572040,5307950,-0.79400
4572060,5307920,-0.81700
4572140,5307840,0.08100
4572080,5307890,-0.81200
4572100,5307860,-0.72100
4572160,5307800,-0.17700
4572180,5307770,-0.33700
4572200,5307730,-0.50800
4572220,5307700,-0.61300
4572240,5307660,-0.64700
4572260,5307580,0.60700
4572240,5307620,0.77600
4572300,5307420,0.30500
4572280,5307460,1.26000
4572260,5307540,0.61100
4572260,5307490,1.77000
4571950,5308050,-0.10500
4571920,5308060,0.42700
4571960,5308010,0.10800
4571970,5307980,-0.39100
4572010,5307960,-1.65000
4572030,5307930,-1.74000
4572050,5307910,-1.63000
4572120,5307830,-0.51200
4572070,5307880,-1.26000
4572080,5307850,-0.72800
4572140,5307790,-0.14600
4572160,5307760,0.26200
4572180,5307720,0.61400
4572200,5307690,0.79200
4572220,5307650,0.81100
4572240,5307570,1.17000
4572220,5307610,1.60000
4572240,5307530,1.50000
4571940,5308040,0.28800
4571990,5307950,-0.72700
4572010,5307920,-0.99400
4572030,5307900,-1.17000
4572100,5307820,-0.12800
4572050,5307870,-1.24000
4572070,5307840,-1.21000
4572120,5307780,0.52600
4572150,5307750,1.12000
4572170,5307710,1.64000
4572190,5307680,1.90000
4572200,5307640,1.87000
4572220,5307560,1.09000
4572210,5307600,0.60500
4572090,5307810,-1.02000
4572110,5307770,-0.75300
4572130,5307740,-0.68500
4572150,5307700,-0.61700
4572170,5307670,-0.13200
4572190,5307630,0.29300
